Model,Prompt,Run,Question File,Question Number,Categories,Score
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,587,"Smart Contract, Security, System Design, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,588,"Smart Contract, Security, System Design, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,589,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,590,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,591,"Smart Contract, Security, Problem Solving, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,592,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,593,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,594,"Smart Contract, Security, Problem Solving, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,595,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,596,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,597,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,598,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,599,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,600,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,601,"Smart Contract, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,602,"Smart Contract, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,603,"Smart Contract, Problem Solving, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,604,"Smart Contract, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,605,"Smart Contract, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,606,"Smart Contract, Problem Solving, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,607,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,608,"Solana, Consensus Mechanisms, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,609,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,610,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,611,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,612,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,613,"Solana, Consensus Mechanisms, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,614,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,615,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,616,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,617,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,618,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,619,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,620,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,621,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,622,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,623,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,624,"Solana, Consensus Mechanisms, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,625,"Solana, Blockchain Fundamental, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,626,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,627,"Solana, Smart Contract, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,628,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,629,"Solana, Smart Contract, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,630,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,631,"Solana, Smart Contract, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,632,"Solana, Smart Contract, Security, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,633,"Solana, Smart Contract, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,634,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,635,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,636,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,637,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,638,"Solana, Blockchain Fundamental, Knowledge, Intermediate",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,639,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,640,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,641,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,642,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,643,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,644,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,645,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,646,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,647,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,648,"Solana, Smart Contract, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,649,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,650,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,651,"Solana, Smart Contract, Cryptography, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,652,"Solana, Smart Contract, Cryptography, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,653,"Solana, Smart Contract, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,654,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,655,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,656,"Solana, Smart Contract, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,657,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,658,"Solana, Smart Contract, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,659,"Solana, Tokenomics, Knowledge, Intermediate",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,660,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,661,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,662,"Solana, Tokenomics, Knowledge, Beginner",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,663,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,664,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,665,"Solana, Tokenomics, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,666,"Solana, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,667,"Solana, Consensus Mechanisms, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,668,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,669,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,670,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,671,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,672,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,673,"Solana, Blockchain Fundamental, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,674,"Solana, Blockchain Fundamental, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,675,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,676,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,677,"Solana, Blockchain Fundamental, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,678,"Solana, Blockchain Fundamental, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,679,"Solana, Blockchain Fundamental, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,680,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,681,"Solana, Blockchain Fundamental, Security, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,682,"Solana, Blockchain Fundamental, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,683,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,684,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,685,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,686,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,687,"Solana, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,688,"Solana, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,689,"Solana, Dapps, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,690,"Solana, Blockchain Fundamental, Knowledge, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,691,"Solana, Knowledge, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,692,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,693,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,694,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,695,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,696,"Tokenomics, Interoperability, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,697,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,698,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,699,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,700,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,701,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,702,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,703,"Tokenomics, DAO & Governance, Security, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,704,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,705,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,706,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,707,"Tokenomics, Interoperability, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,708,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,709,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,710,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,711,"Tokenomics, Privacy, DAO & Governance, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,712,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,713,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,714,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,715,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,716,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,717,"Tokenomics, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,718,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,719,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,720,"Tokenomics, DAO & Governance, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,721,"Tokenomics, DeFi, Problem Solving, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,722,"Tokenomics, Calculation, Intermediate",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,723,"Tokenomics, Calculation, Intermediate",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,724,"Tokenomics, Calculation, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,725,"Tokenomics, Problem Solving, Advanced",0
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,726,"Tokenomics, Calculation, Advanced",1
gemini-1.5-pro,Please think carefully and ans,1,MultichoiceQuestions.json,727,"Tokenomics, Calculation, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,1,"Bitcoin, Blockchain Fundamental, Knowledge, Beginner",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,2,"Bitcoin, Blockchain Fundamental, Knowledge, Beginner",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,3,"Bitcoin, Blockchain Fundamental, Knowledge, Beginner",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,4,"Bitcoin, Consensus Mechanisms, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,5,"Bitcoin, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,6,"Bitcoin, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,7,"Bitcoin, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,8,"Bitcoin, Security, Knowledge, Intermediate",0
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,9,"Bitcoin, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,10,"Bitcoin, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,11,"Bitcoin, Cryptography, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,12,"Bitcoin, Smart Contract, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,13,"Bitcoin, Security, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,14,"Bitcoin, Security, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,15,"Bitcoin, Security, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,16,"Bitcoin, Security, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,17,"Bitcoin, Privacy, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,18,"Bitcoin, Cryptography, System Design, Advanced",0
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,19,"Bitcoin, Security, Problem Solving, Advanced",0
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,20,"Bitcoin, Smart Contract, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,21,"Bitcoin, Privacy, Security, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,22,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,23,"Bitcoin, Smart Contract, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,24,"Bitcoin, Smart Contract, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,25,"Bitcoin, Smart Contract, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,26,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,27,"Bitcoin, Cryptography, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,28,"Bitcoin, Smart Contract, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,29,"Bitcoin, Cryptography, Privacy, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,30,"Bitcoin, Cryptography, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,31,"Bitcoin, Smart Contract, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,32,"Bitcoin, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,33,"Bitcoin, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,34,"Bitcoin, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,35,"Bitcoin, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,36,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,37,"Bitcoin, Consensus Mechanisms, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,38,"Bitcoin, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,39,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,40,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,41,"Bitcoin, System Design, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,42,"Bitcoin, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,43,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,44,"Bitcoin, Blockchain Fundamental, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,45,"Bitcoin, Consensus Mechanisms, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,46,"Bitcoin, Security, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,47,"Bitcoin, Knowledge, Beginner",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,48,"Bitcoin, Knowledge, Advanced",0
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,49,"Bitcoin, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,50,"Bitcoin, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,51,"Bitcoin, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,52,"Bitcoin, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,53,"Bitcoin, Security, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,54,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,55,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,56,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,57,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,58,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,59,"Bitcoin, Layer 2 Solutions, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,60,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,61,"Bitcoin, Layer 2 Solutions, Security, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,62,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,63,"Bitcoin, Layer 2 Solutions, Security, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,64,"Bitcoin, Layer 2 Solutions, Privacy, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,65,"Bitcoin, Layer 2 Solutions, Problem Solving, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,66,"Bitcoin, Layer 2 Solutions, Security, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,67,"Bitcoin, Layer 2 Solutions, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,68,"Bitcoin, Layer 2 Solutions, Privacy, Knowledge, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,69,"Bitcoin, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,70,"Blockchain Fundamental, Consensus Mechanisms, System Design, Advanced",0
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,71,"Blockchain Fundamental, Layer 2 Solutions, Security, System Design, Advanced",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,72,"Blockchain Fundamental, Cryptography, Knowledge, Intermediate",1
gemini-1.5-flash,Please think carefully and ans,1,MultichoiceQuestions.json,73,"Blockchain Fundamental, Cryptography, Knowledge, Advanced",1
