question_id,category,Qwen/Qwen2-Math-72B-Instruct,claude-3-5-sonnet-20240620,claude-3-haiku-20240307,claude-3-opus-20240229,deepseek-ai/DeepSeek-V2.5,gemini-1.5-flash,gemini-1.5-pro,google/gemma-2-27b-it,google/gemma-2-9b-it,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,gpt-4o-2024-08-06,gpt-4o-mini-2024-07-18,meta-llama/Meta-Llama-3.1-405B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,mistral-nemo:12b-instruct-2407-q8_0,mistralai/Mixtral-8x7B-Instruct-v0.1,nous-hermes2:10.7b-solar-fp16,phi3:14b-medium-128k-instruct-q8_0,phi3:3.8b-mini-128k-instruct-fp16
400,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
401,"Ethereum, Smart Contract, Knowledge, Advanced",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
402,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,"Ethereum, Smart Contract, Knowledge, Advanced",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
404,"Ethereum, Consensus Mechanisms, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
405,"Ethereum, Consensus Mechanisms, Knowledge, Advanced",0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
406,"Ethereum, Smart Contract, Knowledge, Advanced",0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
407,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,"Ethereum, Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
409,"Ethereum, Cryptography, Calculation, Advanced",1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
410,"Ethereum, Cryptography, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
411,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
412,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,"Ethereum, Cryptography, Calculation, Advanced",0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
414,"Ethereum, Privacy, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,"Ethereum, Cryptography, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,"Ethereum, Security, Knowledge, Advanced",0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
417,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
418,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
419,"Ethereum, Cryptography, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,"Ethereum, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
421,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
422,"Ethereum, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,"Ethereum, Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,"Ethereum, Security, Knowledge, Intermediate",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
425,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,"Ethereum, Blockchain Fundamental, Knowledge, Beginner",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,"Ethereum, Problem Solving, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,"Ethereum, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
429,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
430,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
431,"Ethereum, Cryptography, Problem Solving, Advanced",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,"Ethereum, Security, System Design, Advanced",0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
433,"Ethereum, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
434,"Ethereum, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
435,"Ethereum, Interoperability, Problem Solving, Advanced",1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
436,"Ethereum, Smart Contract, Problem Solving, Advanced",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
437,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
438,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,"Ethereum, Privacy, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
440,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
441,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0
442,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
445,"Ethereum, Smart Contract, Problem Solving, Advanced",0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
446,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0
447,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
449,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450,"Ethereum, Smart Contract, Problem Solving, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,"Ethereum, DeFi, Security, Problem Solving, Advanced",1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
452,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454,"Ethereum, Smart Contract, Knowledge, Intermediate",0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
455,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,"Ethereum, Smart Contract, Security, Knowledge, Advanced",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
457,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
458,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
460,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
461,"Ethereum, Smart Contract, Problem Solving, Advanced",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
462,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,"Ethereum, Smart Contract, Problem Solving, Advanced",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,"Ethereum, DeFi, Security, Problem Solving, Advanced",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
465,"Ethereum, Tokenomics, Problem Solving, Advanced",1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
466,"Ethereum, DeFi, Problem Solving, Advanced",1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1
467,"Ethereum, DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
468,"Ethereum, Smart Contract, Problem Solving, Advanced",0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0
469,"Ethereum, Interoperability, Security, Problem Solving, Advanced",0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
470,"Ethereum, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471,"Ethereum, Privacy, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
472,"Ethereum, Blockchain Fundamental, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
473,"Ethereum, Blockchain Fundamental, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
474,"Ethereum, Privacy, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
476,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
477,"Ethereum, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
478,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
479,"Ethereum, Blockchain Fundamental, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
480,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
481,"Ethereum, Dapps, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482,"Ethereum, Dapps, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,"Ethereum, Dapps, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484,"Ethereum, Dapps, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
490,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
491,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
494,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
495,"Ethereum, Blockchain Fundamental, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
498,"Ethereum, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499,"Ethereum, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500,"Ethereum, Consensus Mechanisms, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
501,"Ethereum, Interoperability, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
502,"Ethereum, Layer 2 Solutions, Problem Solving, Advanced",1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
503,"Ethereum, Consensus Mechanisms, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
504,"Ethereum, Consensus Mechanisms, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
505,"Ethereum, Consensus Mechanisms, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,"Ethereum, Interoperability, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,"Ethereum, Knowledge, Beginner",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508,"Ethereum, Calculation, Intermediate",1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
509,"Interoperability, Security, System Design, Advanced",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
510,"Interoperability, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,"Interoperability, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,"Interoperability, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,"Interoperability, Calculation, Advanced",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
514,"Interoperability, Calculation, Advanced",0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
515,"Interoperability, Problem Solving, Advanced",0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
516,"Interoperability, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
517,"Interoperability, Calculation, Advanced",1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0
518,"Interoperability, Security, Calculation, Advanced",0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0
519,"Interoperability, Calculation, Advanced",0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
520,"Interoperability, Calculation, Advanced",0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0
521,"Interoperability, Calculation, Advanced",1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0
522,"Interoperability, Problem Solving, Advanced",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
523,"Layer 2 Solutions, Consensus Mechanisms, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
524,"Layer 2 Solutions, Privacy, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
525,"Layer 2 Solutions, Consensus Mechanisms, Security, System Design, Advanced",1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1
526,"Layer 2 Solutions, Privacy, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
527,"Layer 2 Solutions, Security, System Design, Advanced",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
528,"Layer 2 Solutions, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,"Layer 2 Solutions, Calculation, Advanced",0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1
530,"Layer 2 Solutions, Calculation, Advanced",0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0
531,"Layer 2 Solutions, Calculation, Advanced",0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
532,"Layer 2 Solutions, Calculation, Advanced",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
533,"Layer 2 Solutions, Calculation, Intermediate",0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
534,"Layer 2 Solutions, Knowledge, Beginner",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
535,"Layer 2 Solutions, Calculation, Intermediate",0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
536,"Layer 2 Solutions, Calculation, Advanced",0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
537,"Layer 2 Solutions, Knowledge, Beginner",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,"Layer 2 Solutions, Calculation, Advanced",1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
539,"Layer 2 Solutions, Problem Solving, Advanced",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
540,"Layer 2 Solutions, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
541,"Layer 2 Solutions, Problem Solving, Advanced",1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1
542,"Layer 2 Solutions, Calculation, Advanced",0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
543,"Layer 2 Solutions, Security, Calculation, Advanced",1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
544,"Layer 2 Solutions, Calculation, Advanced",0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
545,"Layer 2 Solutions, Calculation, Advanced",0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
546,"Layer 2 Solutions, Security, Calculation, Advanced",1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
547,"Layer 2 Solutions, Calculation, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0
548,"Privacy, Security, Smart Contract, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,"Privacy, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,"Privacy, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,"Privacy, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
552,"Privacy, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,"Privacy, Smart Contract, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,"Privacy, Smart Contract, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1
555,"Privacy, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,"Privacy, Smart Contract, Security, System Design, Advanced",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0
557,"Privacy, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,"Privacy, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
559,"Privacy, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,"Privacy, Calculation, Advanced",0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
561,"Privacy, Calculation, Advanced",1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
562,"Privacy, Calculation, Advanced",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
563,"Privacy, Calculation, Advanced",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
564,"Privacy, Calculation, Advanced",0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
565,"Privacy, Calculation, Advanced",0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
566,"Privacy, Calculation, Advanced",1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1
567,"Privacy, Calculation, Advanced",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
568,"Privacy, Calculation, Advanced",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
569,"Privacy, Calculation, Advanced",0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
570,"Privacy, Knowledge, Advanced",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
571,"Privacy, Calculation, Advanced",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
572,"Privacy, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,"Privacy, Calculation, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,"Privacy, Calculation, Advanced",0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
575,"Privacy, Calculation, Advanced",0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
576,"Privacy, Calculation, Advanced",0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1
577,"Privacy, Calculation, Advanced",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
578,"Privacy, Calculation, Advanced",0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
579,"Privacy, Calculation, Advanced",1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
580,"Privacy, Calculation, Intermediate",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1
581,"Privacy, Calculation, Advanced",0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
582,"Privacy, Calculation, Advanced",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,"Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,"Security, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,"Security, Problem Solving, Advanced",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
586,"Smart Contract, DeFi, Security, Problem Solving, Advanced",0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
587,"Smart Contract, Security, System Design, Advanced",0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
588,"Smart Contract, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,"Smart Contract, Security, Problem Solving, Advanced",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
590,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,"Smart Contract, Security, Problem Solving, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
596,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,"Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
